,Model_Boy,Model_Göğüs,Model_Bel,Model_Kalça,Model_Beden,Model_Kilo,Type,URL,Kumaş Tipi,Desen,Kalıp,Persona,Kol Tipi,Yaka Tipi,Renk,Kol Boyu,Boy,Siluet,Ortam,Paket İçeriği,Materyal Bileşeni,,Materyal,Koleksiyon,Stil,Boy / Ölçü,Yaş,Kapama Şekli,Cep,Ürün Detayı,Ürün Tipi,Kalınlık,Ek Özellik,Sürdürülebilirlik Detayı,Sezon,Astar Durumu,Dokuma Tipi,Baskı/Nakış Tekniği,Kemer/Kuşak Durumu,Teknik,İçerik,Cep Tipi,Model,Alt-Üst Takım,Paça Tipi,Parça Sayısı,Bel
0,,,,,,,Dress,https://www.trendyol.com/bianco-lucci/kadin-kisa-kol-kruvaze-yaka-viskon-elbise-p-738611236,Dokuma,Düz,Regular,,Standart Kol,V Yaka,Kırmızı,Kısa,Midi,A-line,Casual/Günlük,Tekli,100% Viskon,• 30 Derecede makinede yıkanabilir • Beyazlatıcı kullanımı önerilmez • Kurutucu kullanımı önerilmez • Tersten ve düşük ısı ile ütü önerilir • Detaylı bakım talimatları için lütfen ürün etiketini kontrol ediniz.,Viskon,Basic,,Midi,Tüm Yaş Grupları,,,Büzgü,,İnce,,,,,,,,,,,,,,,
0,,,,,,,Dress,https://www.trendyol.com/people-by-fabrika/bordo-kadin-elbise-pfkss22el0186-p-446116259,,,,,,,Bordo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Anvelop,,,,Mevcuttur.,,Dress,https://www.trendyol.com/mango/fiyonklu-anvelop-elbise-p-817697496,Örme,,Regular,,,,Haki,Uzun,Standart,,,,,,,,,,,,,,,,,,,Astarlı,,,,,,,,,,,
0,,,,,,,Dress,https://www.trendyol.com/bigdart/2398-v-yaka-volanli-elbise-siyah-p-690576413,Dokuma,Düz,Regular,,Standart Kol,V Yaka,Siyah,Kolsuz,Midi,A-line,Casual/Günlük,Tekli,"95% Polyester, 5% Likra",• 30 Derecede makinede yıkanabilir • Beyazlatıcı kullanımı önerilmez • Kurutucu kullanımı önerilmez • Tersten ve düşük ısı ile ütü önerilir • Detaylı bakım talimatları için lütfen ürün etiketini kontrol ediniz.,,Tesettür Giyim,,,Tüm Yaş Grupları,,,,,,,,,,,,,,,,,,,,
0,125,,,,,,Dress,https://www.trendyol.com/modabetce/kruvaze-yaka-yesil-dama-elbise-p-817175651,Dokuma,Dama,Kruvaze,,Kısa Kol,Kruvaze,Yeşil,Kısa,Midi,,Günlük,,,,Viskon,,Günlük,Midi,21 - 40 Yaş,,Cepsiz,Lastikli Bel,Düz,İnce,Beli lastikli,,,Astarsız,,,Kemersiz,,,,,,,,
0,,,,,,,Dress,https://www.trendyol.com/ilkcetmoda/damla-dekolteli-kadin-tasli-elbise-p-813526220,Dokuma,Desenli,Regular,,Kolsuz,Bisiklet Yaka,Siyah,Kolsuz,Uzun,,Şık / gece,,"95% Polyester, 5% Likra",,Likra,,Gece,Uzun,Tüm Yaş Grupları,,,,,İnce,,,,,,,,,,,,,,,
0,,79,60,90,,,Dress,https://www.trendyol.com/happiness-istanbul/kadin-antrasit-yirtmacli-fitilli-saran-orme-elbise-nv00066-p-808020821,Dokuma,Düz,Regular,,Standart Kol,Bisiklet Yaka,Gri,Kısa,Midi,A-line,,Tekli,100% Pamuk,• 30 Derecede makinede yıkanabilir • Beyazlatıcı kullanımı önerilmez • Kurutucu kullanımı önerilmez • Tersten ve düşük ısı ile ütü önerilir • Detaylı bakım talimatları için lütfen ürün etiketini kontrol ediniz.,Pamuklu,,,Uzun,,,,Yırtmaçlı,,,Yırtmaçlı,,,,Fitilli,,,,,,,,,,
0,,,,,,,Dress,https://www.trendyol.com/curly/taba-dokuma-kisa-kol-elbise-p-238949752,,,,,Kısa Kol,,Kahverengi,Kısa,Mini,,,,100% viskon,,,,,,,,,,,,,,,,,,,,,,,,,,
0,,,,,,,Dress,https://www.trendyol.com/dks-life/kruvaze-elbise-p-812449075,Dokuma,,Kruvaze,,,,Mavi,,Standart,,,,100% Viskon,,Viskon,,,,,,,,,,,,,,,,,,,,,,,,
0,,,,,,,Dress,https://www.trendyol.com/bianco-lucci/kadin-kisa-kol-kruvaze-yaka-viskon-elbise-p-719495354,Dokuma,Düz,Regular,,Standart Kol,V Yaka,Beyaz,Kısa,Midi,A-line,Casual/Günlük,Tekli,100% Viskon,• 30 Derecede makinede yıkanabilir • Beyazlatıcı kullanımı önerilmez • Kurutucu kullanımı önerilmez • Tersten ve düşük ısı ile ütü önerilir • Detaylı bakım talimatları için lütfen ürün etiketini kontrol ediniz.,Viskon,Basic,,Midi,Tüm Yaş Grupları,,,Büzgü,,İnce,,,,,,,,,,,,,,,
0,,,,,,,Dress,https://www.trendyol.com/adl/volanli-kolsuz-elbise-p-362824975,Dokuma,,,,Kolsuz,,Bordo,Kolsuz,,,,,"58% viskon, 25% Polyester, 12% Poliamid, 5% Elastan",,,,,,,,,,,,,,,,,,,,,,,,,,
0,,,,,,,Dress,https://www.trendyol.com/armonika/kadin-fusya-dekapende-elbise-yanlari-buzgulu-kolsuz-keten-gorunumlu-midi-boy-arm-24y001037-p-812956817,Dokuma,,Regular,,,,Pembe,,Midi,,,,100% Viskon,,,,,,,,,,,,,,,,,,,,,,,,,,
0,,,,,,,Dress,https://www.trendyol.com/daem-butik/kadin-beyaz-v-yaka-balon-kol-dugme-detayli-midi-boy-elbise-p-686961125,Örme,Düz,Regular,Young,Balon Kol,V Yaka,Beyaz,Kısa,Standart,Regular,Young,6'lı,,T1,Poliamid Karışımlı,Young,Günlük,Midi,Tüm Yaş Grupları,Fermuarlı,Cepsiz,Düğme,Düz,Orta,İç Göstermeyen,Hayır,,Astarsız,Tül,Baskısız,Kemersiz,,,Sahte,,,,,
0,170,82,61,,S,54,Dress,https://www.trendyol.com/khar/kadin-ispanyol-kol-detay-sortlu-sandy-elbise-p-783823660,Örme,Düz,Bele Oturan,Fashion Forward,İspanyol Kol,V Yaka,Mavi,Uzun,Standart,A-line,Mezuniyet/Balo,Tekli,,Type1,Polyester Karışımlı,Party,Trend,Mini,Tüm Yaş Grupları,Kapamasız,Cepsiz,Astarlı,Düz,Orta,İç Göstermeyen,Hayır,,Astarlı,Sandy,,Kemersiz,,,,,,,,
0,,,,,,,Dress,https://www.trendyol.com/shugaa/kadin-dugumlu-kisa-elbise-p-816739189,Dokuma,Düz,Comfort,Cool & Comfort,Kısa Kol,Gömlek Yaka,Sarı,Kısa,Mini,Basic,Gündüz / Gece,Tekli,,,Pamuklu,Basic,Trend,Midi,Tüm Yaş Grupları,Düğmeli,Cepsiz,Büzgü / Drape,Düz,Orta,İç Göstermeyen,Hayır,SS,Astarlı,Cotonel,Baskısız,Kemersiz,,,,,,,,
0,,,,,,,Dress,https://www.trendyol.com/bellarobe/tul-desenli-astarli-elbise-mavi-p-814561220,Dokuma,,Comfort,,Askılı,,Mavi,Askılı,Standart,,Şık / gece,,,,,,Trend,Regular,,,,,,,,,,Astarlı,,,,,,,,,,,
0,,,,,,,Dress,https://www.trendyol.com/gizonly/kurdele-detayli-kemerli-elbise-p-806781826,Dokuma,Çiçekli,Slim,Smart,Straplez,Straplez,Siyah,Tek Kol,168,Regular,Düğün/Nikah,2'li,,,Polyester,Party,Günlük,Midi,Tüm Yaş Grupları,Kemer Tokası,Cepsiz,Fermuar,Düz,Orta,Saten,Organik,NOS,Astarsız,Dokulu,Baskısız,Kemerli,,Polyester,Çift Kapaklı,,,,,
0,130,86,61,93Numune,,,Dress,https://www.trendyol.com/md-trend/kadin-ekru-hakim-yaka-astarli-dugmeli-kisa-kollu-uzun-fisto-elbise-p-748870098,Dokuma,Desenli,A-line,,,Hakim Yaka,Ekru,Kısa,Uzun,,,Tekli,100% Pamuk,Type 1,Dokuma,,,,Tüm Yaş Grupları,Düğmeli,,,,,,,,Astarlı,Fisto,,,,,,,,,,
0,Ağartıcı,,,,,,Dress,https://www.trendyol.com/madmext/lacivert-v-yaka-yirtmacli-saten-elbise-mg1742-p-812406542,Dokuma,,Yırtmaçlı,,,V Yaka,Lacivert,,Midi,,,,100% Polyester,,Polyester,,,,,,,,,,Yırtmaçlı,,,,Saten,,,,,,,,,,
0,,,,,,,Dress,https://www.trendyol.com/conconmoda/sindirella-midi-atlas-elbise-p-811215319,Dokuma,,Slim,,,,Pembe,,Midi,,,,,,,,,,Tüm Yaş Grupları,,,,,,,,,,,,,,,,,,,,
0,,,,,,,Dress,https://www.trendyol.com/bianco-lucci/kadin-basic-uzun-elbise-p-803640800,Dokuma,Düz,Regular,,Standart Kol,V Yaka,Siyah,Uzun,Midi,A-line,,Tekli,100% Pamuk,• 30 Derecede makinede yıkanabilir • Beyazlatıcı kullanımı önerilmez • Kurutucu kullanımı önerilmez • Tersten ve düşük ısı ile ütü önerilir • Detaylı bakım talimatları için lütfen ürün etiketini kontrol ediniz.,,,,,,,,,,,,,,,,,,,,,,,,,
0,,,,,,,Dress,https://www.trendyol.com/viyamo/kadin-askili-kruvaze-yaka-derin-yirtmacli-krep-elbise-p-690945856,Örme,Düz,Bele Oturan,Fashion Forward,Kolsuz,Kruvaze,Siyah,Askılı,Uzun,Kruvaze,Party,,,,Krep,Party,Trend,Uzun,Tüm Yaş Grupları,Kapamasız,Cepsiz,Yırtmaçlı,Düz,Orta,İç Göstermeyen,Evet,,Astarsız,Krep,,Kemersiz,,Polyamid,,,,,,
0,,,,,,53,Dress,https://www.trendyol.com/secret-passion-lingerie/esnek-atlas-kumas-kusak-detayli-asimetrik-kesim-kruvaze-yaka-siyah-midi-elbise-410-p-676490935,Dokuma,Düz,Regular,Fashion Forward,Standart Kol,Kruvaze,Siyah,Kısa,Midi,A-line,Casual/Günlük,Tekli,"75% Polyester, 15% Elastan, 10% Pamuk",Type 1,Polyester Karışımlı,Design,Gece,Midi,Tüm Yaş Grupları,Fermuarlı,Cepsiz,Kuşaklı,Düz,Orta,İç Göstermeyen,Hayır,,Astarsız,,Baskısız,Kuşaklı,,,,,,,,
0,,79,60,90,,,Dress,https://www.trendyol.com/happiness-istanbul/kadin-lacivert-kusakli-keten-viskon-yazlik-gomlek-elbise-dd00927-p-307065548,Dokuma,Düz,Regular,,Standart Kol,Gömlek Yaka,Lacivert,Kısa,Midi,Anvelop,Casual/Günlük,Tekli,"80% Pamuk, 20% Polyester",• 30 Derecede makinede yıkanabilir • Beyazlatıcı kullanımı önerilmez • Kurutucu kullanımı önerilmez • Tersten ve düşük ısı ile ütü önerilir • Detaylı bakım talimatları için lütfen ürün etiketini kontrol ediniz.,Pamuk Polyester,,Günlük,Midi,Tüm Yaş Grupları,Kuşaklı,,Kuşaklı,Düz,,Ek Özellik Mevcut Değil,,,Astarsız,,,,,Polyester,,,,,,
0,,,,,,,Dress,https://www.trendyol.com/mozena/saks-omuz-ve-bel-kismi-drapeli-sifir-kol-yirtmac-detayli-sandy-elbise-p-818695800,Dokuma,Düz,Balık,Sexy,Kolsuz,Dik Yaka,Lacivert,Kolsuz,Uzun,Balık,Şık / gece,Tekli,,,Poliamid Karışımlı,Design,Trend,Maxi,Tüm Yaş Grupları,Kapamasız,Cepsiz,Büzgü / Drape,Düz,Orta,Ek Özellik Mevcut Değil,Evet,NOS,Astarsız,Sandy,Baskısız,Kemersiz,,,,,,,,
0,,79,60,90,,,Dress,https://www.trendyol.com/happiness-istanbul/kadin-siyah-a-kesim-yazlik-penye-elbise-ub00060-p-685278347,Dokuma,Düz,Regular,,Standart Kol,Bisiklet Yaka,Siyah,Kısa,Midi,A-line,Casual/Günlük,Tekli,"78% Pamuk, 16% Polyester, 6% Elastan",• 30 Derecede makinede yıkanabilir • Beyazlatıcı kullanımı önerilmez • Kurutucu kullanımı önerilmez • Tersten ve düşük ısı ile ütü önerilir • Detaylı bakım talimatları için lütfen ürün etiketini kontrol ediniz.,Pamuk-Polyester-Elastan,Basic,Sokak Stili,,Tüm Yaş Grupları,,,,Düz,İnce,,,,Astarsız,,,,,,,,,,,
0,,,,,,,Dress,https://www.trendyol.com/frooy/kadin-sirti-capraz-askili-gogus-dekolteli-saks-mini-fantezi-elbise-p-795449053,Dokuma,Düz,Slim Fit,Sexy,Askılı,,Lacivert,Askılı,Mini,Basic,Şık / gece,Tekli,,type 1,Poliamid Karışımlı,Homewear,Gece,,Tüm Yaş Grupları,,Cepsiz,,Düz,İnce,İç Göstermeyen,,,Astarsız,,Baskısız,Kemersiz,,Polyester,,,,,,
0,177,80,64Manken,,,,Dress,https://www.trendyol.com/defacto/kare-yaka-keten-mini-kisa-kollu-elbise-p-688694963,Dokuma,Düz,Regular,,Standart Kol,Kare Yaka,Ekru,Kısa,Mini,A-line,Casual/Günlük,Tekli,"51% Viskoz, 42% Pamuk, 7% Keten",• 30 Derecede makinede yıkanabilir • Beyazlatıcı kullanımı önerilmez • Kurutucu kullanımı önerilmez • Tersten ve düşük ısı ile ütü önerilir • Detaylı bakım talimatları için lütfen ürün etiketini kontrol ediniz.,,,,,,,,,,,,,,,,,,,,,,,,,
0,,,,,,,Dress,https://www.trendyol.com/moda-akimi/kadin-pembe-yaka-volanli-kalem-elbise-p-716503297,,Düz,Kalem,,Volanlı,,Pembe,,,,,,,,,Design,Gece,Midi,Tüm Yaş Grupları,,,,,,,,,,,,,,,,,,,,
0,,80,62,88,,,Dress,https://www.trendyol.com/happiness-istanbul/kadin-kemik-cepli-dugmeli-mini-tuvit-elbise-kj00009-p-813874640,Dokuma,Düz,Regular,,Standart Kol,Bisiklet Yaka,Ekru,Kısa,Mini,A-line,,Tekli,"70% Polyester, 30% Pamuk",• 30 Derecede makinede yıkanabilir • Beyazlatıcı kullanımı önerilmez • Kurutucu kullanımı önerilmez • Tersten ve düşük ısı ile ütü önerilir • Detaylı bakım talimatları için lütfen ürün etiketini kontrol ediniz.,Polyester,,,Mini,,Düğmeli,Çift,,,,,,,,,,,,,,,,,,
0,,,,,,,Dress,https://www.trendyol.com/deafox/siyah-ithal-krep-kumas-tek-omuz-kol-detay-elbise-p-353988961,Dokuma,Düz,Regular,Fashion Forward,Standart Kol,Kayık Yaka,Siyah,Tek Kol,Mini,A-line,Şık / gece,Tekli,0% 100 Polyester,• 30 Derecede makinede yıkanabilir • Beyazlatıcı kullanımı önerilmez • Kurutucu kullanımı önerilmez • Tersten ve düşük ısı ile ütü önerilir • Detaylı bakım talimatları için lütfen ürün etiketini kontrol ediniz.,Krep,,Gece,Mini,Tüm Yaş Grupları,Kapamasız,Cepsiz,Kuşaklı,Düz,,İç Göstermeyen,Hayır,,,Krep,Baskısız,Kemersiz,,,,,,,,
0,,,,,,,Dress,https://www.trendyol.com/stradivarius/sirti-capraz-dokumlu-keten-karisimli-midi-elbise-p-821672902,Dokuma,Düz,Straight,,Kolsuz,Kare Yaka,Haki,,Standart,Straight,Casual/Günlük,,,,Viskon,,,Midi,,,,,,,,,,,,,,,,,,,,,
0,180,80,61,90,,,Dress,https://www.trendyol.com/penti/tenis-elbisesi-prince-koleksiyonu-p-679713219,,,,,,,Mavi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,,79,60,90,,,Dress,https://www.trendyol.com/happiness-istanbul/kadin-acik-mavi-denim-mini-salopet-elbise-kq00001-p-819354630,Denim,,Regular,,Askılı,,Lacivert,Askılı,Regular,,,,,,Pamuklu,Basic,,,,,,,,,,,,,,,,,,,,,,,
0,,,,,,,Dress,https://www.trendyol.com/armonika/kadin-siyah-beli-lastikli-baglamali-elbise-arm-18y001133-p-3027756,Dokuma,Düz,Regular,Cool & Comfort,Ay Kol,Bisiklet Yaka,Siyah,Kısa,Midi,A-line,Casual/Günlük,Tekli,"60% Viskon, 40% Polyester",• 30 Derecede makinede yıkanabilir • Beyazlatıcı kullanımı önerilmez • Kurutucu kullanımı önerilmez • Tersten ve düşük ısı ile ütü önerilir • Detaylı bakım talimatları için lütfen ürün etiketini kontrol ediniz.,,Basic,,Midi,,,,,,,Beli lastikli,,,,,,,,,,,,,,
0,,,,,,,Dress,https://www.trendyol.com/mdz-collection/ikili-delikli-triko-kazak-ve-elbise-siyah-p-793059936,Dokuma,Düz,Bele Oturan,Feminine,Standart Kol,Kare Yaka,Siyah,Uzun,Standart,Basic,Casual/Günlük,Tekli,,Type 1,Dokuma,Basic,Trend,Regular,Tüm Yaş Grupları,Kapamasız,Cepsiz,,Düz,Orta,Ek Özellik Mevcut Değil,,,Astarsız,,Baskısız,Kemersiz,,,,,,,,
0,68,81,61,89,,,Dress,https://www.trendyol.com/happiness-istanbul/kadin-mavi-kristal-tas-detayli-keten-gomlek-de00027-p-732711736,Dokuma,Düz,Regular,,Standart Kol,Gömlek Yaka,Mavi,Kısa,Mini,A-line,Casual/Günlük,Tekli,"50% Polyester, 50% Pamuk",• 30 Derecede makinede yıkanabilir • Beyazlatıcı kullanımı önerilmez • Kurutucu kullanımı önerilmez • Tersten ve düşük ısı ile ütü önerilir • Detaylı bakım talimatları için lütfen ürün etiketini kontrol ediniz.,,,,,,,,,,,,,,,,,,,,,,,,,
0,,,,,,,Dress,https://www.trendyol.com/butik-simarik/gipeli-askili-kat-elbise-dokuma-viskon-kumas-135-cm-p-335099688,Örme,,Regular,,Askılı,Kare Yaka,Mavi,Askılı,Uzun,,,Tekli,"50% Polyester, 50% Pamuk",Type 1,Dokuma,,Trend,Uzun,Tüm Yaş Grupları,,,,,Orta,Beli lastikli,,,Astarsız,Aerobin,,,,,,,,,,
0,,79,60,90,,,Dress,https://www.trendyol.com/happiness-istanbul/kadin-siyah-askili-ajurlu-yazlik-triko-elbise-nf00044-p-685278419,Triko,Düz,Fitted,,Standart Kol,Havuz Yaka,Siyah,Askılı,Midi,Shift,Beachwear,Tekli,100% Akrilik,• 30 Derecede makinede yıkanabilir • Beyazlatıcı kullanımı önerilmez • Kurutucu kullanımı önerilmez • Tersten ve düşük ısı ile ütü önerilir • Detaylı bakım talimatları için lütfen ürün etiketini kontrol ediniz.,Akrilik,,Günlük,Uzun,21 - 40 Yaş,,,,Düz,,,,,Astarlı,,,,,,,,,,,
0,,,,,,,Dress,https://www.trendyol.com/glysso/ozel-tasarim-inci-detayli-balon-kol-siyah-abiye-elbise-p-817391623,Dokuma,Düz,Dar,Feminine,Balon Kol,Kare Yaka,Siyah,Kısa,Midi,Slim,Düğün/Nikah,Tekli,,,Pamuk Polyester,Prom/Bridesmaid,Gece,Midi,Tüm Yaş Grupları,Fermuarlı,Cepsiz,İnci/Trok/Taş/Kuş Gözü,,Orta,İç Göstermeyen,Hayır,NOS,Astarlı,,,Kemersiz,,,,,,,,
0,1.73,78,63,88,S/36,55,Dress,https://www.trendyol.com/sonreir/balon-kol-onu-dugme-detay-midi-boy-elbise-p-755811386,Dokuma,Düz,Regular,,Standart Kol,Bisiklet Yaka,Pembe,Kısa,Midi,A-line,Casual/Günlük,Tekli,"95% Pamuk, 5% Polyester",Type 1,,Business,Günlük,Midi,,Fermuarlı,,,,,,,,Astarlı,,,,,,,,,,,
0,,,,,,,Dress,https://www.trendyol.com/laleli-butik/kadin-bej-cicek-desenli-kisa-elbise-p-410678942,Dokuma,Düz,Regular,,Standart Kol,V Yaka,Bej,Kısa,Mini,A-line,,Tekli,"0% 5 Elastan, 0% 95 Polyester",Type 1,Pamuk Polyester,,,,,,,,,,,,,Astarlı,Şifon,,,,,,,,,,
0,1.80,80,60,,S,,Dress,https://www.trendyol.com/lela/desenli-regular-fit-kolsuz-elbise-elbise-5865731-p-815571547,Dokuma,Desenli,Regular,Fashion Forward,Kolsuz,Sıfır Yaka,Lacivert,Kolsuz,Standart,,,Tekli,100% Materyal bilgisi için iç etiketi kontrol ediniz.,Machine Wash 30°,Polyester Karışımlı,,Günlük,Midi,Tüm Yaş Grupları,,,,,Orta,Ek Özellik Mevcut Değil,,,,,,,,,,,,,,
0,,,,,,,Dress,https://www.trendyol.com/kaplanbutik/dusuk-kol-balenli-gofre-kumas-uzun-elbise-p-816907435,Dokuma,,Regular,,,,Pembe,Uzun,Uzun,A-line,,,,30 derecede makinada yıkanabiliir. Beyazlatıcı kullanımı önerilmez,,,,Uzun,Tüm Yaş Grupları,,,,,,,,,,Gofre,,,,,,,,,,
0,,,,,,,Dress,https://www.trendyol.com/sorridi/oleander-yirtmacli-omuz-drapeli-sandy-siyah-elbise-p-821876074,Dokuma,Düz,Bele Oturan,,Tek Kol,,Siyah,Tek Kol,Uzun,Regular,Günlük,,,30 derece,Pamuk Polyester,Eco-friendly,Trend,Uzun,Tüm Yaş Grupları,Kapamasız,Cepsiz,,Düz,Orta,İç Göstermeyen,Evet,,Astarsız,,Baskısız,Kemersiz,,,,,,,,
0,,,,,,,Dress,https://www.trendyol.com/bluewhite/kemer-detayli-dugmeli-jean-elbise-p-50138915,Denim,,Oversize,,,,Lacivert,,Standart,,,,100% Pamuk,,,,,,,Düğmeli,,,,,,,,,,,,,,,,,,,
0,,,,,,,Dress,https://www.trendyol.com/olalook/kadin-pembe-gipeli-salas-dokuma-viskon-elbise-elb-19001483-p-118158555,Dokuma,Çiçekli,Regular,Cool & Comfort,Balon Kol,Kare Yaka,Pembe,Kısa,Midi,A-line,Casual/Günlük,Tekli,100% Viskon,• 30 Derecede makinede yıkanabilir • Beyazlatıcı kullanımı önerilmez • Kurutucu kullanımı önerilmez • Tersten ve düşük ısı ile ütü önerilir • Detaylı bakım talimatları için lütfen ürün etiketini kontrol ediniz.,Viskon,Basic,Günlük,Maxi,Tüm Yaş Grupları,,,,,,,,,,,,,,,,,,,,
0,,,,,,,Dress,https://www.trendyol.com/eyyo/mavi-omuz-detay-mini-elbise-ate8355-p-809969080,Dokuma,,Regular,,,,Mavi,,Standart,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Kısa,bölgesinde,63,93,,53,Dress,https://www.trendyol.com/woman-vision/kadin-atlas-kumas-straplez-yaka-pileli-klos-kesim-midi-boy-kisa-balon-kollu-beyaz-abiye-elbise-167-p-814186233,Dokuma,Düz,Kloş,Fashion Forward,Kısa Kol,Straplez,Beyaz,Kısa,Midi,Kloş,Şık / gece,Tekli,,,Polyester Karışımlı,Design,Gece,Midi,Tüm Yaş Grupları,Fermuarlı,Cepsiz,Fermuar,Düz,Orta,İç Göstermeyen,Hayır,,Astarsız,Vual,Baskısız,Kemersiz,,,,,,,,
0,,,,,,,Dress,https://www.trendyol.com/harmony-global/tasli-bros-detay-omzu-vatkali-kalem-elbise-p-809717859,Dokuma,Düz,Kalem,,Kolsuz,Yarım Balıkçı Yaka,Lacivert,Kolsuz,Midi,Kalem,Şık / gece,Tekli,"95% koton, 5% Likra",,Polyester,,Trend,Midi,Tüm Yaş Grupları,Fermuarlı,Cepsiz,Taş Aksesuar,Düz,Orta,,,,Astarsız,,Baskısız,Kemersiz,,,,,,,,
0,,,,,,,Dress,https://www.trendyol.com/my-bella-butik/midi-boy-yirtmacli-kalem-elbise-p-663612832,Örme,Düz,Dar,,Kolsuz,Bisiklet Yaka,Kahverengi,Kolsuz,Midi,,,Tekli,,Type 1,Örme,,Günlük,Midi,21 - 40 Yaş,,,Yırtmaçlı,,,Yırtmaçlı,,,,,,,,,,,,,,
0,,,,,,,Dress,https://www.trendyol.com/deafox/siyah-prenses-kol-yirtmac-detayli-kalp-yaka-midi-boy-elbise-p-345832130,Dokuma,Düz,Regular,Fashion Forward,Standart Kol,V Yaka,Siyah,Uzun,Midi,A-line,Gündüz / Gece,Tekli,100% Polyester,Type 1,Krep,Young,Gece,Midi,Tüm Yaş Grupları,Kapamasız,Cepsiz,Yırtmaçlı,,Orta,İç Göstermeyen,Hayır,,Astarsız,Krep,Baskısız,Kemersiz,,,,,,,,
0,176,88,64,91,S,,Dress,https://www.trendyol.com/vena/kadin-angelica-siyah-regular-fit-lyocell-jean-elbise-p-669161493,Denim,Düz,Regular,Young,Kalın Askılı,V Yaka,Siyah,Askılı,Standart,Regular,Young,Tekli,100% Liyosel,,Liyosel,Basic,Trend,Regular,Tüm Yaş Grupları,Kapamasız,Cepsiz,Aksesuar Detay,İpliği Boyalı,İnce,İç Göstermeyen,,,Astarsız,,Baskısız,Kemersiz,,,,,,,,
0,,,,,,,Dress,https://www.trendyol.com/koton/sahika-ercumen-x-pencere-detayli-uzun-elbise-p-341681931,Dokuma,Düz,Regular,,Standart Kol,V Yaka,Mavi,Askılı,Midi,A-line,Casual/Günlük,Tekli,100% Polyester,• 30 Derecede makinede yıkanabilir • Beyazlatıcı kullanımı önerilmez • Kurutucu kullanımı önerilmez • Tersten ve düşük ısı ile ütü önerilir • Detaylı bakım talimatları için lütfen ürün etiketini kontrol ediniz.,Polyester,,,,,,,,,,,,,,,,,,,,,,,,
0,,,,,,,Dress,https://www.trendyol.com/defacto/bodycon-yuvarlak-yaka-fitilli-kaskorse-kisa-kollu-midi-elbise-c2470ax24sp-p-815701848,Dokuma,Düz,Regular,,Standart Kol,Bisiklet Yaka,Bej,Kısa,Midi,A-line,,Tekli,"99% Pamuk, 1% Elastan",• 30 Derecede makinede yıkanabilir • Beyazlatıcı kullanımı önerilmez • Kurutucu kullanımı önerilmez • Tersten ve düşük ısı ile ütü önerilir • Detaylı bakım talimatları için lütfen ürün etiketini kontrol ediniz.,,,,,Tüm Yaş Grupları,,,,,,,,,,,,,,,,,,,,
0,Düz,,,,,,Dress,https://www.trendyol.com/mango/dugumlu-pamuklu-elbise-p-812906322,Örme,,Regular,,,,Yeşil,Kolsuz,Standart,,,,100% Pamuk,,,,,,,,,,,,,,,,,,,,,,,,,,
0,,,,,,,Dress,https://www.trendyol.com/bigdart/2398-v-yaka-volanli-elbise-haki-p-799683679,Dokuma,Düz,Regular,,Standart Kol,V Yaka,Haki,Kolsuz,Midi,A-line,Casual/Günlük,Tekli,"95% Polyester, 5% Likra",• 30 Derecede makinede yıkanabilir • Beyazlatıcı kullanımı önerilmez • Kurutucu kullanımı önerilmez • Tersten ve düşük ısı ile ütü önerilir • Detaylı bakım talimatları için lütfen ürün etiketini kontrol ediniz.,,Tesettür Giyim,,,Tüm Yaş Grupları,,,,,,,,,,,,,,,,,,,,
0,,,,,,,Dress,https://www.trendyol.com/wost/kadin-siyah-tek-omuz-drapeli-sandy-midi-elbise-dugun-nisan-mezuniyet-elbisesi-p-671115470,Dokuma,Düz,Regular,Sexy,Tek Kol,,Siyah,Kolsuz,Midi,,Şık / gece,,,,,Party,Gece,Midi,,Kapamasız,,Büzgü / Drape,,Orta,İç Göstermeyen,,,,Sandy,,,,,,,,,,
0,,85,60,90,,,Dress,https://www.trendyol.com/happiness-istanbul/kadin-cagla-yesili-kusakli-keten-viskon-yazlik-gomlek-elbise-dd00927-p-108221995,Dokuma,Düz,Regular,,Standart Kol,Gömlek Yaka,Yeşil,Kısa,Midi,Anvelop,Casual/Günlük,Tekli,"80% Pamuk, 20% Polyester",• 30 Derecede makinede yıkanabilir • Beyazlatıcı kullanımı önerilmez • Kurutucu kullanımı önerilmez • Tersten ve düşük ısı ile ütü önerilir • Detaylı bakım talimatları için lütfen ürün etiketini kontrol ediniz.,Pamuk Polyester,,Günlük,Midi,Tüm Yaş Grupları,Kuşaklı,,Kuşaklı,Düz,,Ek Özellik Mevcut Değil,,,Astarsız,,,,,Polyester,,,,,,
0,Manken,83,60,,36,52,Dress,https://www.trendyol.com/lela/bisiklet-yaka-cepli-pileli-midi-elbise-elbise-6051963-p-735176560,Dokuma,,Regular,,,Bisiklet Yaka,Turuncu,Kolsuz,Midi,,,Tekli,100% Materyal bilgisi için iç etiketi kontrol ediniz.,Machine Wash 30°,Polyester,,,Midi,,Fermuarlı,,,,,,,,,,,,,,,,,,,
